Number of teeth,Comb spacing (Hz),Mean concentration (VMR),Standard deviation (VMR)
5,1000000000.0,0.0068239218739617954,0.0009067129411085467
5,1100000000.0,0.006099576540669649,0.000812405067408802
5,1200000000.0,0.007151132250304048,0.0008251454478733774
5,1300000000.0,0.007341131166921562,0.0007636396932496475
5,1400000000.0,0.007287110696782509,0.0007144583679207553
5,1500000000.0,0.007403172431689831,0.0006845337436028591
5,1600000000.0,0.007678804349833877,0.0005905091805080389
5,1700000000.0,0.008124165076229966,0.0004241365436784607
5,1800000000.0,0.007928059287467799,0.0004734659655724919
5,1900000000.0,0.00816098776200912,0.00039173038322647954
5,2000000000.0,0.008339676503391782,0.00021021099188133548
5,2100000000.0,0.008588051102711446,0.00031865162660605294
5,2200000000.0,0.008746447655943183,0.00046025493280540383
5,2300000000.0,0.008978407472970153,0.0005197290229502102
5,2400000000.0,0.008928459826958267,0.0005840761379882649
5,2500000000.0,0.00904011895808728,0.000990860730086209
5,2600000000.0,0.009572536878166482,0.0008401153325293913
5,2700000000.0,0.009650392156023395,0.000672571597883697
5,2800000000.0,0.009819848410002515,0.0005848973317155417
5,2900000000.0,0.009496809743323986,0.0014460040633268942
5,3000000000.0,0.009762331412982746,0.001041379696216708
6,800000000.0,0.00592297499806914,0.0005358392477975996
6,900000000.0,0.006316675438109152,0.00036854588087375774
6,1000000000.0,0.006882873192386903,0.00037522666115648957
6,1100000000.0,0.007293639268391605,0.00039342718095889014
6,1200000000.0,0.007645993195668809,0.0003841815641399534
6,1300000000.0,0.007824253107773146,0.000236793644574009
6,1400000000.0,0.008210976034534271,0.00034617378457770545
6,1500000000.0,0.008515600125617162,0.0002409855591006971
6,1600000000.0,0.008457556304521533,0.000484102906009228
6,1700000000.0,0.00848210370031848,0.0004071551019072264
6,1800000000.0,0.008578315639080973,0.000474048072309718
6,1900000000.0,0.008810267243624968,0.0005525899244748982
6,2000000000.0,0.008894419952922865,0.0007834294750666133
6,2100000000.0,0.009066460149090369,0.0008093787755907243
6,2200000000.0,0.009471199165864155,0.0004884279891366229
6,2300000000.0,0.009551237108167281,0.0008623880957319837
6,2400000000.0,0.009841556178303812,0.0005746655113812402
6,2500000000.0,0.009895008706448485,0.0005857403225833153
6,2600000000.0,0.009722302224743315,0.0006976040135572106
6,2700000000.0,0.010263838695619726,0.0006711798394187519
6,2800000000.0,0.010056975716052095,0.0011088521088713464
6,2900000000.0,0.010778921734069986,0.0005817720265670443
6,3000000000.0,0.010232233315479934,0.0011721650193594205
7,700000000.0,0.007322294571981437,0.0005573386797401421
7,800000000.0,0.007470359974179386,0.0005832584207925689
7,900000000.0,0.007963716787003949,0.000399647677619556
7,1000000000.0,0.00827907249695246,0.0005774716578916656
7,1100000000.0,0.008470473458364871,0.00048033515158026714
7,1200000000.0,0.008677488153864672,0.00038746823540521417
7,1300000000.0,0.00885314849943057,0.00037180478105771226
7,1400000000.0,0.008973246696601333,0.0003833969349604457
7,1500000000.0,0.008858039151015448,0.0003155407364283297
7,1600000000.0,0.009181598348660419,0.0002930887657721201
7,1700000000.0,0.009314469978235856,0.0004199936849350993
7,1800000000.0,0.009265390759259532,0.00021937912168495114
7,1900000000.0,0.009337502416265865,0.0003182054743945023
7,2000000000.0,0.009393071234767016,0.0004679739389191343
7,2100000000.0,0.009595445032403378,0.00040457180266976567
7,2200000000.0,0.00934212433237296,0.0009553621798363849
7,2300000000.0,0.009464359551249104,0.000762851497459399
7,2400000000.0,0.009762496906074412,0.0006643422821602555
7,2500000000.0,0.010364921470282661,0.0005302413635110743
7,2600000000.0,0.01018569503995338,0.0006075201454013338
7,2700000000.0,0.010251364844841583,0.0008585677462783829
7,2800000000.0,0.010443058830624394,0.001038354943058769
7,2900000000.0,0.010564016174032003,0.0008301128986678556
7,3000000000.0,0.010135879877627658,0.0013527697520283773
8,600000000.0,0.006862114447507341,0.000486153565985254
8,700000000.0,0.0074247393442540876,0.000368561728468249
8,800000000.0,0.007794319147945634,0.0002830253679266689
8,900000000.0,0.008243757622233434,0.0001720528701402678
8,1000000000.0,0.008554288082736578,0.0002852171308768051
8,1100000000.0,0.008642731469994662,0.000340845671111753
8,1200000000.0,0.008902415387807982,0.000266527366276379
8,1300000000.0,0.00913465161548906,0.00024263887680505252
8,1400000000.0,0.009164469665262789,0.0002619704296267542
8,1500000000.0,0.009202810223510096,0.00010327236825410514
8,1600000000.0,0.00924297247497533,0.0005518896642242882
8,1700000000.0,0.00922781628956012,0.0003635577135601102
8,1800000000.0,0.009509621614993368,0.00011669733875673958
8,1900000000.0,0.00937778268667179,0.0004909970367618294
8,2000000000.0,0.009719823380104735,0.00045329104146368734
8,2100000000.0,0.009463800349437872,0.0005908502411402541
8,2200000000.0,0.009573629458030067,0.0006105362497454989
8,2300000000.0,0.009764268388366523,0.0007668493988728835
8,2400000000.0,0.010080559586866041,0.0009104223386872983
8,2500000000.0,0.010046848838985118,0.0007056095453062538
8,2600000000.0,0.010022932375933151,0.0008590704396384424
8,2700000000.0,0.010390439154155055,0.0010114754495975657
8,2800000000.0,0.010375848690382095,0.0009926181366231995
8,2900000000.0,0.01097290468154377,0.0009851656275720576
8,3000000000.0,0.010953886772160255,0.0006923327501383618
9,500000000.0,0.007816251670986294,0.0003752302932320913
9,600000000.0,0.007789756948989382,0.0005601006528693954
9,700000000.0,0.008328855445059583,0.00033194678469724903
9,800000000.0,0.008520911577101432,0.00039126728647414914
9,900000000.0,0.008774092568270294,0.00032651618338850035
9,1000000000.0,0.009045611576927659,0.00036080753677348465
9,1100000000.0,0.00925887181549213,0.00025063065158654866
9,1200000000.0,0.009534921953221618,0.0004766998901671265
9,1300000000.0,0.009543226163223749,0.00035455173372620744
9,1400000000.0,0.00949208670387855,0.00042681990601502965
9,1500000000.0,0.009514928722561836,0.00032979924383044464
9,1600000000.0,0.009576250282434074,0.00037441274608617474
9,1700000000.0,0.009309105149422278,0.0003261126008570488
9,1800000000.0,0.009667939580678386,0.0003099371779430105
9,1900000000.0,0.00957819705925721,0.0005018860993925895
9,2000000000.0,0.009708400245589591,0.00042976973161336753
9,2100000000.0,0.010050868816125724,0.0002566741205569554
9,2200000000.0,0.009884551440341104,0.0006130303484697755
